scheduler,K,seed,n,quorum,surplus,T,steps,timeouts,decisions,retries,max_ballot,reached_step_cap,safety
uniform-budget-delay,105,174,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,175,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,176,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,177,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,178,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,179,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,180,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,181,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,182,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,183,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,184,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,185,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,186,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,187,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,188,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,189,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,190,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,191,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,192,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,193,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,194,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,195,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,196,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,197,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,198,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,199,25,13,12,100,256,1,1,1,2,false,false
uniform-budget-delay,105,200,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,1,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,2,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,3,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,4,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,5,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,6,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,7,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,8,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,9,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,10,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,11,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,12,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,13,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,14,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,15,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,16,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,17,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,18,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,19,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,20,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,21,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,22,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,23,25,13,12,100,256,1,1,1,2,false,false
progress-aware-quorum-delay,105,24,25,13,12,100,256,1,1,1,2,false,false
